Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
CNT-005-2019,,2019-02-21,AUTORIZADA,CNT,HORIZONTAL
CNT-008-2019,,2019-02-21,AUTORIZADA,CNT,HORIZONTAL
CNT-014-2019,,2019-02-21,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-178-2018,,2019-02-21,AUTORIZADA,CNT,VERTICAL
CNT-174-2018,,2019-02-14,AUTORIZADA,CNT,HORIZONTAL
CNT-176-2018,,2019-02-14,AUTORIZADA,CNT,VERTICAL
CNT-180-2018,,2019-02-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-181-2018,,2019-02-14,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2018,,2019-01-31,AUTORIZADA,CNT,HORIZONTAL
CNT-148-2018,,2019-01-31,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-157-2018,,2019-01-31,AUTORIZADA,CNT,HORIZONTAL
CNT-175-2018,,2019-01-31,AUTORIZADA,CNT,HORIZONTAL
CNT-179-2018,,2019-01-31,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-151-2018,,2019-01-29,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-152-2018,,2019-01-24,AUTORIZADA,CNT,HORIZONTAL
CNT-156-2018,,2019-01-24,AUTORIZADA,CNT,HORIZONTAL
CNT-159-2018,,2019-01-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-168-2018,,2019-01-24,AUTORIZADA,CNT,HORIZONTAL
CNT-172-2018,,2019-01-24,AUTORIZADA,CNT,VERTICAL
CNT-173-2018,,2019-01-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-177-2018,,2019-01-24,AUTORIZADA,CNT,HORIZONTAL
CNT-132-2018,,2019-01-17,AUTORIZADA,CNT,HORIZONTAL
CNT-150-2018,,2019-10-01,AUTORIZADA,CNT,HORIZONTAL
CNT-016-2018,,2018-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2018,,2018-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-147-2018,,2018-12-19,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-165-2018,,2018-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-167-2018,,2018-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-169-2018,,2018-12-19,AUTORIZADA,CNT,HORIZONTAL
CNT-124-2018,,2018-12-13,AUTORIZADA,CNT,VERTICAL
CNT-139-2018,,2018-12-13,AUTORIZADA,CNT,HORIZONTAL
CNT-160-2018,,2018-12-13,AUTORIZADA,CNT,HORIZONTAL
CNT-162-2018,,2018-12-13,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-163-2018,,2018-12-13,AUTORIZADA,CNT,HORIZONTAL
CNT-164-2018,,2018-12-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-166-2018,,2018-12-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-138-2018,,2018-06-12,AUTORIZADA,CNT,HORIZONTAL
CNT-153-2018,,2018-06-12,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-146-2018,,2018-11-21,AUTORIZADA,CNT,HORIZONTAL
CNT-154-2018,,2018-11-21,AUTORIZADA,CNT,HORIZONTAL
CNT-136-2018,,2018-06-11,AUTORIZADA,CNT,HORIZONTAL
CNT-149-2018,,2018-06-11,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-091-2018,,2018-10-29,NO AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-141-2018,,2018-10-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-142-2018,,2018-10-24,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2018,,2018-10-18,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-145-2018,,2018-10-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-137-2018,,2018-11-10,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-123-2018,,2018-09-10,AUTORIZADA,CNT,HORIZONTAL
CNT-119-2018,,2018-04-10,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-131-2018,,2018-04-10,AUTORIZADA,CNT,HORIZONTAL
CNT-133-2018,,2018-04-10,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-134-2018,,2018-04-10,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-127-2018,,2018-09-27,En Curso,CNT,DIVERSIFICACION PURA
CNT-135-2018,,2018-09-27,AUTORIZADA,CNT,HORIZONTAL
CNT-113-2018,,2018-09-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-114-2018,,2018-09-20,AUTORIZADA,CNT,HORIZONTAL
CNT-116-2018,,2018-09-20,AUTORIZADA,CNT,HORIZONTAL
CNT-120-2018,,2018-09-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-122-2018,,2018-09-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-128-2018,,2018-09-20,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-130-2018,,2018-09-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-104-2018,,2018-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-105-2018,,2018-12-09,AUTORIZADA,CNT,VERTICAL
CNT-115-2018,,2018-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-118-2018,,2018-12-09,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-102-2018,,2018-06-09,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-081-2018,,2018-08-30,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2018,,2018-08-30,AUTORIZADA,CNT,HORIZONTAL
CNT-101-2018,,2018-08-30,AUTORIZADA,CNT,HORIZONTAL
CNT-106-2018,,2018-08-30,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-109-2018,,2018-08-30,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-111-2018,,2018-08-30,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2018,,2018-08-23,AUTORIZADA,CNT,HORIZONTAL
CNT-108-2018,,2018-08-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-110-2018,,2018-08-23,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-094-2018,,2018-08-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-100-2018,,2018-08-15,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-103-2018,,2018-08-15,AUTORIZADA,CNT,HORIZONTAL
CNT-152-2017,,2018-10-08,AUTORIZADA,CNT,HORIZONTAL
CNT-097-2018,,2018-07-19,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2018,,2018-07-19,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2018,,2018-07-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-086-2018,,2018-12-07,AUTORIZADA,CNT,HORIZONTAL
CNT-089-2018,,2018-12-07,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-092-2018,,2018-12-07,AUTORIZADA,CNT,HORIZONTAL
CNT-093-2018,,2018-12-07,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2018,,2018-05-07,AUTORIZADA,CNT,HORIZONTAL
CNT-088-2018,,2018-05-07,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-074-2018,,2018-06-28,AUTORIZADA,CNT,HORIZONTAL
CNT-096-2018,,2018-06-28,AUTORIZADA,CNT,HORIZONTAL
CNT-035-2018,,2018-06-21,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2018,,2018-06-21,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2018,,2018-06-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-147-2017,,2018-06-21,AUTORIZADA,CNT,HORIZONTAL
CNT-075-2018,,2018-06-14,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-080-2018,,2018-06-14,AUTORIZADA,CNT,HORIZONTAL
CNT-083-2018,,2018-06-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-084-2018,,2018-06-14,AUTORIZADA,CNT,VERTICAL
CNT-090-2018,,2018-06-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-058-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2018,,2018-07-06,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-066-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-068-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2018,,2018-07-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-073-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-076-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2018,,2018-07-06,AUTORIZADA,CNT,HORIZONTAL
CNT-051-2018,,2018-05-31,AUTORIZADA,CNT,HORIZONTAL
CNT-052-2018,,2018-05-31,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-057-2018,,2018-05-31,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-062-2018,,2018-05-31,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-063-2018,,2018-05-31,AUTORIZADA,CNT,HORIZONTAL
CNT-065-2018,,2018-05-31,AUTORIZADA,CNT,HORIZONTAL
CNT-078-2018,,2018-05-31,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-079-2018,,2018-05-31,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-082-2018,,2018-05-31,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2018,,2018-05-29,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-049-2018,,2018-05-29,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-018-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-024-2017,,2018-05-24,CONDICIONADA,CNT,HORIZONTAL
CNT-041-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-046-2018,,2018-05-24,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-054-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2018,,2018-05-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-071-2018,,2018-05-24,AUTORIZADA,CNT,HORIZONTAL
CNT-010-2018,,2018-05-17,AUTORIZADA,CNT,HORIZONTAL
CNT-017-2018,,2018-05-17,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2018,,2018-05-17,AUTORIZADA,CNT,HORIZONTAL
CNT-064-2018,,2018-05-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-048-2013,,2018-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-073-2016,,2018-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-102-2017,,2018-05-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-127-2015,,2018-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-145-2013,,2018-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2018,,2018-10-05,AUTORIZADA,CNT,HORIZONTAL
CNT-042-2018,,2018-10-05,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-043-2018,,2018-10-05,AUTORIZADA,CNT,HORIZONTAL
CNT-044-2018,,2018-10-05,AUTORIZADA,CNT,HORIZONTAL
CNT-048-2018,,2018-10-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-053-2018,,2018-10-05,AUTORIZADA,CNT,HORIZONTAL
CNT-072-2017,,2018-10-05,NO AUTORIZADA,CNT,HORIZONTAL
CNT-050-2018,,2018-07-05,AUTORIZADA,CNT,HORIZONTAL
CNT-025-2018,,2018-04-26,AUTORIZADA,CNT,VERTICAL
CNT-038-2018,,2018-04-26,AUTORIZADA,CNT,HORIZONTAL
CNT-047-2018,,2018-04-26,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-007-2018,,2018-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-011-2018,,2018-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-036-2018,,2018-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-037-2018,,2018-04-24,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-096-2017,,2018-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-154-2017,,2018-04-24,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2018,,2018-04-13,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-024-2018,,2018-04-13,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2018,,2018-04-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-030-2018,,2018-04-13,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2018,,2018-04-13,AUTORIZADA,CNT,HORIZONTAL
CNT-155-2017,,2018-04-13,AUTORIZADA,CNT,HORIZONTAL
CNT-056-2018,,2018-12-04,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-033-2018,,2018-11-04,AUTORIZADA,CNT,HORIZONTAL
CNT-012-2018,,2018-09-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-023-2018,,2018-09-04,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2018,,2018-09-04,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-029-2018,,2018-09-04,AUTORIZADA,CNT,HORIZONTAL
CNT-032-2018,,2018-09-04,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-040-2018,,2018-09-04,AUTORIZADA,CNT,HORIZONTAL
CNT-001-2018,,2018-03-15,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-002-2018,,2018-03-15,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2018,,2018-03-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-019-2018,,2018-03-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-027-2018,,2018-03-15,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-014-2018,,2018-08-03,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-005-2018,,2018-01-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-006-2018,,2018-01-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-015-2018,,2018-01-03,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-131-2017,,2018-01-03,AUTORIZADA,CNT,HORIZONTAL
CNT-009-2018,,2018-02-22,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-022-2018,,2018-02-22,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-003-2018,,2018-02-15,AUTORIZADA,CNT,VERTICAL
CNT-132-2017,,2018-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-139-2017,,2018-02-15,AUTORIZADA,CNT,VERTICAL
CNT-145-2017,,2018-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-149-2017,,2018-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-153-2017,,2018-02-15,AUTORIZADA,CNT,HORIZONTAL
CNT-150-2017,,2018-08-02,AUTORIZADA,CNT,HORIZONTAL
CNT-151-2017,,2018-08-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-008-2018,,2018-01-02,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-128-2017,,2018-01-02,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-148-2017,,2018-01-02,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-130-2017,,2018-01-25,AUTORIZADA,CNT,HORIZONTAL
CNT-136-2017,,2018-01-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-142-2017,,2018-01-25,AUTORIZADA,CNT,HORIZONTAL
CNT-143-2017,,2018-01-25,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2017,,2018-01-18,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-138-2017,,2018-01-18,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-113-2017,,2018-11-01,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-127-2017,,2018-11-01,AUTORIZADA,CNT,VERTICAL
CNT-134-2017,,2018-11-01,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-140-2017,,2018-11-01,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-063-2017,,2017-12-12,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-133-2017,,2017-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-135-2017,,2017-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-144-2017,,2017-12-12,AUTORIZADA,CNT,HORIZONTAL
CNT-074-2017,,2017-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-114-2017,,2017-08-12,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-123-2017,,2017-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-124-2017,,2017-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-137-2017,,2017-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2017,,2017-11-30,NO AUTORIZADA,CNT,HORIZONTAL
CNT-125-2017,,2017-11-30,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-109-2017,,2017-11-24,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-115-2017,,2017-11-24,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-121-2017,,2017-11-24,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2017,,2017-11-22,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-116-2017,,2017-11-13,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-117-2017,,2017-11-13,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-118-2017,,2017-11-13,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-080-2017,,2017-02-11,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-108-2017,,2017-02-11,AUTORIZADA,CNT,HORIZONTAL
CNT-111-2017,,2017-02-11,AUTORIZADA,CNT,HORIZONTAL
CNT-119-2017,,2017-02-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-120-2017,,2017-02-11,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-106-2017,,2017-10-27,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-110-2017,,2017-10-19,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-078-2017,,2017-05-10,AUTORIZADA,CNT,HORIZONTAL
CNT-091-2017,,2017-05-10,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-097-2017,,2017-05-10,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2017,,2017-05-10,AUTORIZADA,CNT,HORIZONTAL
CNT-083-2017,,2017-09-28,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2017,,2017-09-28,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-095-2017,,2017-09-28,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-098-2017,,2017-09-28,AUTORIZADA,CNT,HORIZONTAL
CNT-094-2017,,2017-09-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-103-2017,,2017-09-21,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-064-2017,,2017-09-14,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2017,,2017-09-14,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-090-2017,,2017-09-14,AUTORIZADA,CNT,HORIZONTAL
CNT-093-2017,,2017-09-14,En Curso,CNT,HORIZONTAL
CNT-101-2017,,2017-09-14,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2017,,2017-09-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-043-2017,,2017-07-09,AUTORIZADA,CNT,HORIZONTAL
CNT-086-2017,,2017-07-09,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-068-2017,,2017-08-31,AUTORIZADA,CNT,HORIZONTAL
CNT-084-2017,,2017-08-31,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-089-2017,,2017-08-31,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-073-2017,,2017-08-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-076-2017,,2017-08-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-088-2017,,2017-08-24,AUTORIZADA,CNT,VERTICAL
CNT-075-2017,,2017-08-17,AUTORIZADA,CNT,HORIZONTAL
CNT-081-2017,,2017-08-17,AUTORIZADA,CNT,HORIZONTAL
CNT-082-2017,,2017-08-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-066-2017,,2017-10-08,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-044-2017,,2017-03-08,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-071-2017,,2017-03-08,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2017,,2017-03-08,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-056-2017,,2017-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-060-2017,,2017-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-065-2017,,2017-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-070-2017,,2017-11-07,AUTORIZADA,CNT,HORIZONTAL
CNT-040-2017,,2017-06-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-055-2017,,2017-06-07,AUTORIZADA,CNT,HORIZONTAL
CNT-058-2017,,2017-06-07,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2017,,2017-06-07,AUTORIZADA,CNT,HORIZONTAL
CNT-046-2017,,2017-06-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-047-2017,,2017-06-29,AUTORIZADA,CNT,HORIZONTAL
CNT-051-2017,,2017-06-26,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-053-2017,,2017-06-26,AUTORIZADA,CNT,HORIZONTAL
CNT-057-2017,,2017-06-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-059-2017,,2017-06-26,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2017,,2017-06-26,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-062-2017,,2017-06-26,AUTORIZADA,CNT,HORIZONTAL
CNT-008-2017,,2017-06-22,AUTORIZADA,CNT,HORIZONTAL
CNT-049-2016,,2017-08-06,CONDICIONADA,CNT,HORIZONTAL
CNT-049-2017,,2017-08-06,En Curso,CNT,DIVERSIFICACION PURA
CNT-012-2017,,2017-05-31,AUTORIZADA,CNT,HORIZONTAL
CNT-054-2017,,2017-05-31,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-028-2017,,2017-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-033-2017,,2017-05-25,AUTORIZADA,CNT,HORIZONTAL
CNT-009-2017,,2017-05-18,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2017,,2017-05-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-035-2017,,2017-05-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-039-2017,,2017-05-18,AUTORIZADA,CNT,HORIZONTAL
CNT-032-2017,,2017-04-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-003-2017,,2017-04-27,CONDICIONADA,CNT,DIVERSIFICACION PURA
CNT-036-2017,,2017-04-27,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-034-2017,,2017-04-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-108-2016,,2017-04-20,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2017,,2017-07-04,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-030-2017,,2017-07-04,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-083-2016,,2017-07-04,CONDICIONADA,CNT,HORIZONTAL
CNT-025-2017,,2017-03-04,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-068-2016,,2017-03-04,CONDICIONADA,CNT,HORIZONTAL
CNT-143-2016,,2017-03-04,CONDICIONADA,CNT,DIVERSIFICACION PURA
CNT-014-2017,,2017-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-018-2017,,2017-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2017,,2017-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2017,,2017-03-24,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-026-2017,,2017-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-027-2017,,2017-03-24,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-146-2016,,2017-03-24,AUTORIZADA,CNT,VERTICAL
CNT-006-2017,,2017-03-16,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-011-2017,,2017-03-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-020-2017,,2017-03-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-029-2017,,2017-03-16,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-017-2017,,2017-09-03,AUTORIZADA,CNT,HORIZONTAL
CNT-019-2017,,2017-09-03,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-058-2016,,2017-09-03,CONDICIONADA,CNT,HORIZONTAL
CNT-004-2017,,2017-02-03,AUTORIZADA,CNT,HORIZONTAL
CNT-098-2016,,2017-02-03,AUTORIZADA,CNT,HORIZONTAL
CNT-002-2017,,2017-02-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-016-2017,,2017-02-23,AUTORIZADA,CNT,HORIZONTAL
CNT-127-2016,,2017-02-23,CONDICIONADA,CNT,HORIZONTAL
CNT-145-2016,,2017-02-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
